"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Justin Verlander","Astros","LAA @ HOU",".55","7.12","28.42","5.68","3.50","1.10",".13",".94","1.88","8.73","28.59","46.30","26.78","8700"
"German Marquez","Rockies","COL @ SD",".47","6.29","25.92","5.50","3.53","1.08",".12",".77","2.09","7.57","23.40","39.27","21.84","15038"
"Mike Clevinger","Indians","MIN @ CLE",".44","6.22","26.24","5.66","3.50","1.31",".10",".75","2.40","7.39","21.93","37.78","20.61","12808"
"Rich Hill","Dodgers","ARI @ LAD",".44","6.17","25.41","5.13","3.26","1.06",".07",".75","2.29","6.96","22.07","37.10","20.52","4806"
"Rick Porcello","Red Sox","BOS @ CWS",".50","6.35","26.10","6.04","3.90","1.13",".20",".80","1.58","6.85","21.90","37.01","20.36","2717"
"J.A. Happ","Yankees","DET @ NYY",".53","6.41","26.53","6.18","3.99","1.18",".08",".93","1.65","6.68","21.39","36.46","19.91","7410"
"Mike Foltynewicz","Braves","CHC @ ATL",".35","6.12","26.21","5.99","3.76","1.27",".12",".84","2.41","6.29","18.16","32.64","17.05","10811"
"Robbie Ray","Diamondbacks","ARI @ LAD",".27","5.58","24.64","5.09","2.95","1.05",".06","1.02","3.34","6.71","16.92","31.14","16.15","11486"
"Joe Musgrove","Pirates","PIT @ STL",".37","5.95","25.09","6.11","3.90","1.19",".08",".95","1.66","5.17","16.36","29.12","15.08","12970"
"Wade Miley","Brewers","MIL @ CIN",".41","5.55","24.40","5.96","4.09","1.15",".13",".59","2.47","5.50","15.16","28.51","14.40","8779"
"John Gant","Cardinals","PIT @ STL",".34","5.92","25.30","5.95","4.10","1.16",".12",".58","2.24","4.56","14.75","27.39","13.65","13684"
"Eric Lauer","Padres","COL @ SD",".27","5.69","24.52","5.77","3.60","1.13",".12",".91","2.23","5.09","14.57","26.90","13.55","19316"
"Jake Odorizzi","Twins","MIN @ CLE",".27","5.66","25.02","5.92","3.46","1.42",".10",".94","2.70","4.72","12.47","24.66","11.75","6397"
"Mike Montgomery","Cubs","CHC @ ATL",".36","5.84","25.19","6.30","4.14","1.40",".11",".64","2.03","3.91","12.73","24.55","11.77","4869"
"Wade LeBlanc","Mariners","SEA @ OAK",".35","5.72","24.56","6.23","3.51","1.56",".11","1.05","1.65","4.17","12.75","23.93","11.67","5221"
"Frankie Montas","Athletics","SEA @ OAK",".35","5.75","24.93","6.32","4.10","1.34",".13",".75","1.98","3.93","12.29","23.89","11.35","14309"
"Cody Reed","Reds","MIL @ CIN",".26","5.26","23.24","6.10","3.89","1.18",".07",".96","1.89","4.83","12.27","23.64","11.52","15232"
"Andrew Heaney","Angels","LAA @ HOU",".21","5.40","23.79","6.04","3.70","1.28",".12",".95","2.12","4.48","11.60","22.82","10.84","15423"
"Lucas Giolito","White Sox","BOS @ CWS",".23","5.69","25.26","5.90","3.67","1.27",".11",".85","2.94","3.98","10.74","22.38","10.05","15474"
"Francisco Liriano","Tigers","DET @ NYY",".20","5.04","23.46","5.56","3.35","1.01",".07","1.13","3.41","4.51","8.90","20.24","8.73","3201"
