"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Corey Kluber","Indians","CLE @ BOS",".43","6.42","26.50","5.98","3.58","1.42",".13",".86","1.77","6.58","20.99","35.76","19.49","2429"
"Gerrit Cole","Astros","HOU @ SEA",".44","6.27","26.51","6.14","4.00","1.19",".11",".84","2.20","6.49","19.50","34.45","18.31","13125"
"Chris Archer","Pirates","ATL @ PIT",".38","6.08","25.43","6.02","4.08","1.27",".12",".55","1.78","5.99","18.98","33.07","17.62","6345"
"Marco Estrada","Blue Jays","BAL @ TOR",".40","6.27","25.81","5.74","3.35","1.32",".14",".93","1.78","5.83","19.15","32.77","17.60","1118"
"Chase Anderson","Brewers","CIN @ MIL",".48","6.19","25.61","5.69","3.65","1.06",".15",".83","1.94","5.44","18.54","32.05","17.08","6895"
"Alex Wood","Dodgers","STL @ LAD",".44","5.97","24.76","5.81","3.79","1.13",".04",".84","1.54","5.38","18.01","30.98","16.54","13781"
"Stephen Gonsalves","Twins","CWS @ MIN",".39","5.78","24.70","5.56","3.56","1.17",".13",".70","2.36","5.82","17.33","30.88","16.20","sa737764"
"Mike Fiers","Athletics","TEX @ OAK",".42","6.06","25.51","5.74","3.51","1.27",".12",".84","2.12","5.32","17.21","30.46","15.90","7754"
"Zack Wheeler","Mets","SF @ NYM",".35","5.83","24.68","5.60","3.78","1.07",".09",".66","2.15","5.52","17.17","30.39","15.94","10310"
"Rick Porcello","Red Sox","CLE @ BOS",".31","6.11","26.00","6.45","4.05","1.53",".12",".76","1.79","4.78","15.00","27.66","13.85","2717"
"Derek Holland","Giants","SF @ NYM",".34","5.67","24.24","5.28","3.27","1.09",".10",".82","2.54","4.84","14.91","27.13","13.81","4141"
"Bryse Wilson","Braves","ATL @ PIT",".33","5.82","25.10","6.40","4.29","1.28",".21",".62","1.87","4.35","13.52","25.75","12.53","sa917958"
"Lucas Giolito","White Sox","CWS @ MIN",".31","5.60","24.94","5.95","3.63","1.31",".17",".85","2.83","4.62","12.04","24.33","11.43","15474"
"Andrew Cashner","Orioles","BAL @ TOR",".31","5.90","25.64","5.93","3.49","1.49",".11",".85","2.58","3.99","12.23","23.98","11.34","8782"
"Austin Gomber","Cardinals","STL @ LAD",".25","5.33","23.54","5.56","3.10","1.10",".05","1.31","2.50","4.85","12.15","23.50","11.41","16561"
"Felix Hernandez","Mariners","HOU @ SEA",".29","5.65","24.62","6.05","3.76","1.32",".07",".91","2.22","3.98","11.62","22.90","10.74","4772"
"Jorge Lopez","Royals","KC @ TB",".24","5.44","24.21","6.15","4.14","1.10",".22",".69","2.46","4.36","11.20","22.90","10.59","14527"
"Bartolo Colon","Rangers","TEX @ OAK",".29","5.86","25.31","6.79","3.98","1.65",".15","1.00","1.45","3.38","10.72","21.30","9.72","375"
"Homer Bailey","Reds","CIN @ MIL",".25","5.72","25.24","6.96","4.19","1.40",".09","1.28","1.72","3.83","9.89","20.79","9.19","8362"
