"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Zack Godley","Diamondbacks","ARI @ SF",".40","6.40","26.73","5.61","3.81","1.22",".18",".40","2.53","6.40","20.78","36.11","19.42","14862"
"Freddy Peralta","Brewers","MIL @ CIN",".47","5.70","24.44","4.79","3.10",".89",".12",".68","3.09","6.78","19.73","34.42","18.64","18679"
"Dereck Rodriguez","Giants","ARI @ SF",".32","6.19","25.57","5.49","3.52","1.21",".20",".56","2.07","5.95","19.53","33.49","17.99","14509"
"Danny Duffy","Royals","DET @ KC",".34","6.35","26.39","5.95","3.87","1.32",".20",".57","2.00","5.93","19.22","33.49","17.82","3542"
"Michael Fulmer","Tigers","DET @ KC",".39","5.98","24.82","5.35","3.48","1.18",".18",".50","2.05","5.81","19.19","32.85","17.72","13218"
"Erasmo Ramirez","Mariners","SEA @ SD",".43","6.15","25.29","6.01","3.70","1.26",".13",".92","1.33","5.88","19.31","32.77","17.75","10314"
"CC Sabathia","Yankees","CWS @ NYY",".45","5.71","24.18","5.63","3.62",".95",".10",".97","1.98","6.03","17.94","31.34","16.73","404"
"Sean Newcomb","Braves","TB @ ATL",".40","6.15","26.55","6.00","4.25","1.10",".16",".50","2.83","5.63","16.99","31.51","16.07","16943"
"Dallas Keuchel","Astros","OAK @ HOU",".40","6.30","26.60","6.18","3.65","1.43",".13",".97","2.06","5.53","17.36","31.02","16.12","9434"
"Jake Arrieta","Phillies","WSH @ PHI",".41","5.84","24.35","5.52","3.62","1.11",".13",".65","1.89","5.40","17.68","30.58","16.30","4153"
"David Price","Red Sox","MIA @ BOS",".46","5.84","24.58","6.01","4.06","1.20",".17",".58","1.59","5.38","17.40","30.49","16.11","3184"
"Alec Mills","Cubs","NYM @ CHC",".38","5.96","25.32","5.82","3.76","1.27",".24",".54","2.20","4.98","16.09","29.10","14.91","13834"
"Alex Wood","Dodgers","LAD @ TEX",".44","5.78","24.68","5.94","4.16","1.14",".16",".47","2.07","4.66","15.23","27.88","14.15","13781"
"Miles Mikolas","Cardinals","PIT @ STL",".38","6.33","26.49","6.67","4.65","1.23",".18",".62","1.45","4.02","15.00","27.40","13.67","9803"
"Jason Vargas","Mets","NYM @ CHC",".31","5.68","24.71","5.89","3.87","1.14",".17",".70","2.35","5.03","14.54","27.23","13.61","8044"
"Trevor Williams","Pirates","PIT @ STL",".33","5.80","24.94","5.99","3.89","1.18",".09",".83","2.15","4.68","14.30","26.67","13.26","16977"
"Joey Lucchesi","Padres","SEA @ SD",".26","5.36","23.23","5.56","3.46","1.14",".07",".89","2.08","5.25","14.47","26.32","13.51","19320"
"Adam Plutko","Indians","MIN @ CLE",".39","5.75","24.60","6.11","3.64","1.34",".06","1.06","1.74","4.64","14.18","26.05","13.06","15846"
"Ryan Borucki","Blue Jays","TOR @ BAL",".37","5.73","24.84","6.46","4.42","1.15",".10",".79","1.81","4.50","13.44","25.60","12.50","16350"
"Gio Gonzalez","Nationals","WSH @ PHI",".27","5.63","25.16","6.04","3.86","1.17",".12",".89","2.92","4.97","12.47","25.21","11.91","7448"
"Matt Harvey","Reds","MIL @ CIN",".24","5.72","24.72","6.38","3.70","1.24",".07","1.37","1.68","4.80","12.91","24.41","11.90","11713"
"Trevor Cahill","Athletics","OAK @ HOU",".30","5.42","24.09","5.62","3.58","1.14",".14",".77","2.83","4.66","12.36","24.45","11.71","6249"
"Alex Cobb","Orioles","TOR @ BAL",".32","5.88","24.78","6.47","4.00","1.28",".07","1.12","1.17","3.94","13.13","24.11","11.85","6562"
"Mike Minor","Rangers","LAD @ TEX",".24","5.63","24.51","6.07","3.33","1.45",".17","1.12","2.05","4.69","12.59","24.10","11.67","10021"
"Jalen Beeks","Rays","TB @ ATL",".00","5.62","24.84","6.18","4.06","1.32",".11",".68","2.47","4.72","11.64","22.00","10.88","17192"
"Trevor Richards","Marlins","MIA @ BOS",".22","5.25","23.65","6.24","3.75","1.43",".13",".92","2.28","4.08","9.47","20.31","8.97","19309"
"Reynaldo Lopez","White Sox","CWS @ NYY",".22","5.18","23.64","5.88","3.43","1.07",".08","1.30","2.78","4.19","8.93","19.70","8.54","16400"
"Kohl Stewart","Twins","MIN @ CLE",".29","5.34","24.13","6.32","3.94","1.46",".08",".85","2.43","2.94","7.62","17.80","7.14","15502"
