"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Dallas Keuchel","Astros","KC @ HOU",".56","7.10","28.57","6.42","4.15","1.36",".16",".75","1.45","6.01","22.56","37.65","20.90","9434"
"Tanner Roark","Nationals","PHI @ WSH",".42","6.73","28.12","5.85","3.78","1.16",".11",".80","2.67","6.76","21.43","37.27","20.15","8753"
"Jose Quintana","Cubs","CHC @ CIN",".46","6.63","27.72","5.68","3.87","1.14",".09",".58","2.77","6.37","21.09","36.84","19.79","11423"
"Patrick Corbin","Diamondbacks","ARI @ PIT",".43","6.50","26.97","6.14","4.06","1.34",".15",".59","1.93","6.56","21.29","36.67","19.90","9323"
"Shane Bieber","Indians","DET @ CLE",".53","6.72","27.15","6.56","4.14","1.60",".10",".72",".95","6.08","21.82","36.44","20.07","19427"
"Alex Wood","Dodgers","LAD @ NYM",".48","6.34","25.87","5.23","3.38","1.02",".06",".76","2.11","6.28","21.59","36.16","19.91","13781"
"Sean Manaea","Athletics","OAK @ CWS",".45","6.44","26.82","6.09","3.95","1.15",".17",".82","2.04","6.10","19.74","34.40","18.39","15873"
"Luis Castillo","Reds","CHC @ CIN",".31","6.48","27.09","5.78","3.51","1.15",".10","1.02","2.44","6.37","19.53","34.19","18.19","15689"
"Sean Newcomb","Braves","BAL @ ATL",".39","6.15","26.04","5.52","3.62","1.18",".05",".67","2.60","6.33","19.42","34.12","18.17","16943"
"Chris Stratton","Giants","SD @ SF",".41","6.44","26.90","6.16","4.12","1.16",".23",".65","2.08","5.83","19.13","33.71","17.79","13761"
"Jon Gray","Rockies","MIA @ COL",".45","5.91","25.62","6.58","4.26","1.37",".21",".75","1.81","6.27","17.71","32.08","16.72","14916"
"Junior Guerra","Brewers","STL @ MIL",".35","5.95","25.28","5.34","3.27","1.00",".09",".98","2.64","5.81","17.33","30.92","16.14","5702"
"Chris Bassitt","Athletics","",".41","5.80","25.35","5.68","3.73","1.04",".18",".72","2.92","6.04","16.80","31.09","15.96","12304"
"Zack Wheeler","Mets","LAD @ NYM",".26","5.77","24.73","5.08","3.01","1.01",".05","1.02","2.83","6.12","17.21","30.72","16.09","10310"
"Jack Flaherty","Cardinals","STL @ MIL",".32","5.34","22.57","4.89","2.95",".89",".07",".97","2.13","6.22","17.69","30.15","16.50","17479"
"James Shields","White Sox","OAK @ CWS",".31","6.30","26.82","5.74","3.31","1.11",".13","1.20","2.72","5.55","16.51","30.01","15.36","7059"
"Andrew Heaney","Angels","TOR @ LAA",".35","6.05","25.50","5.85","3.63","1.15",".05","1.01","2.06","5.16","16.30","29.16","15.03","15423"
"Mike Minor","Rangers","TEX @ MIN",".42","6.05","25.67","6.21","3.75","1.46",".12",".88","1.87","5.03","15.91","28.78","14.71","10021"
"Ivan Nova","Pirates","ARI @ PIT",".34","6.20","25.87","6.26","4.28","1.27",".18",".54","1.64","4.52","15.91","28.58","14.53","1994"
"Zach Eflin","Phillies","PHI @ WSH",".34","6.20","26.17","6.16","3.88","1.31",".10",".87","2.05","4.78","15.54","28.36","14.35","13774"
"CC Sabathia","Yankees","NYY @ TB",".44","5.49","23.36","5.44","3.65",".94",".11",".73","1.99","5.02","15.80","27.90","14.66","404"
"Ryne Stanek","Rays","NYY @ TB",".23","5.46","24.21","5.09","2.84",".92",".08","1.26","3.25","6.22","15.05","28.21","14.31","15947"
"Marco Estrada","Blue Jays","TOR @ LAA",".37","6.12","25.85","5.75","3.43","1.10",".07","1.15","2.30","4.74","15.29","27.79","14.07","1118"
"Alex Cobb","Orioles","BAL @ ATL",".33","6.31","26.94","6.99","4.48","1.55",".17",".79","1.65","4.34","14.08","26.67","13.03","6562"
"Fernando Romero","Twins","TEX @ MIN",".29","5.61","24.92","5.78","3.64","1.24",".09",".81","2.93","5.18","13.41","26.28","12.76","15885"
"Lucas Giolito","White Sox","",".29","5.77","25.60","5.35","3.00","1.09",".12","1.14","3.55","5.14","13.24","26.17","12.55","15474"
"Steven Wright","Red Sox","SEA @ BOS",".38","5.97","25.89","6.15","4.01","1.27",".11",".76","2.45","4.25","13.35","25.78","12.42","8185"
"Clayton Richard","Padres","SD @ SF",".32","5.99","26.04","6.48","4.29","1.30",".25",".64","2.25","4.32","13.09","25.59","12.21","3551"
"Wade LeBlanc","Mariners","SEA @ BOS",".33","5.95","25.67","6.84","4.03","1.68",".11","1.02","1.53","4.28","12.78","24.55","11.77","5221"
"Danny Duffy","Royals","KC @ HOU",".20","5.28","23.45","5.76","3.37","1.23",".11","1.05","2.43","4.63","11.31","22.48","10.65","3542"
"Mike Fiers","Tigers","DET @ CLE",".21","5.27","23.34","6.01","3.28","1.45",".09","1.20","2.01","4.11","10.15","20.51","9.43","7754"
"Wei-Yin Chen","Marlins","MIA @ COL",".22","5.18","23.72","6.80","3.82","1.41",".25","1.32","1.94","4.34","8.64","19.34","8.28","13071"
